tract_name,pop_total,pop_total_25plus,median_household_income,median_inc_2544,median_inc_4564,pop_white_m_15-17,pop_white_m_18-19,pop_white_f_15-17,pop_white_f_18-19,pop_black_m_15-17,pop_black_m_18-19,pop_black_f_15-17,pop_black_f_18-19,pop_amerindian_m_15-17,pop_amerindian_m_18-19,pop_amerindian_f_15-17,pop_amerindian_f_18-19,pop_asian_m_15-17,pop_asian_m_18-19,pop_asian_f_15-17,pop_asian_f_18-19,pop_nativehawaii_m_15-17,pop_nativehawaii_m_18-19,pop_nativehawaii_f_15-17,pop_nativehawaii_f_18-19,pop_otherrace_m_15-17,pop_otherrace_m_18-19,pop_otherrace_f_15-17,pop_otherrace_f_18-19,pop_tworaces_m_15-17,pop_tworaces_m_18-19,pop_tworaces_f_15-17,pop_tworaces_f_18-19,pop_hispanic_m_15-17,pop_hispanic_m_18-19,pop_hispanic_f_15-17,pop_hispanic_f_18-19,fips_state_code,fips_county_code,tract
"Census Tract 108.02, Davidson County, Tennessee",3643,2917,41125,37649,46731,0,17,5,0,17,0,66,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,7,47,037,010802
"Census Tract 110.01, Davidson County, Tennessee",5938,3603,31317,33397,28358,1,32,31,0,55,60,217,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,47,037,011001
"Census Tract 115, Davidson County, Tennessee",3968,3164,54467,69352,49940,0,0,16,73,0,7,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,011500
"Census Tract 127.01, Davidson County, Tennessee",5911,3637,33363,33778,37554,0,0,0,0,55,49,175,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,47,037,012701
"Census Tract 128.01, Davidson County, Tennessee",5570,3433,35977,39271,41293,0,13,0,0,127,103,134,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,47,037,012801
"Census Tract 119, Davidson County, Tennessee",2547,1548,36455,39612,42667,0,0,18,0,45,23,88,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,6,0,0,47,037,011900
"Census Tract 116, Davidson County, Tennessee",4341,3703,52847,66176,49827,0,0,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,011600
"Census Tract 121, Davidson County, Tennessee",2414,1907,92660,98125,69844,12,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,26,47,037,012100
"Census Tract 127.02, Davidson County, Tennessee",2718,1824,52527,41607,55000,0,7,0,3,98,5,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,6,0,0,0,0,47,037,012702
"Census Tract 115, Bradley County, Tennessee",8638,6343,50294,54271,56213,216,88,112,34,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,17,0,0,47,011,011500
"Census Tract 112.01, Bradley County, Tennessee",6294,4348,54741,61591,62661,14,67,111,57,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,2,0,47,011,011201
"Census Tract 101, Bradley County, Tennessee",5191,3589,43440,42105,67574,35,34,31,16,17,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,29,22,0,27,47,011,010100
"Census Tract 105, Bradley County, Tennessee",3807,1406,35743,41682,26864,31,258,32,461,0,3,0,51,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,11,40,32,14,47,011,010500
"Census Tract 108, Bradley County, Tennessee",3083,2007,26302,27031,41063,45,37,16,39,0,0,38,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,17,47,011,010800
"Census Tract 102, Bradley County, Tennessee",5919,4078,45615,43429,77674,13,45,16,48,0,0,0,9,0,0,0,0,0,0,15,13,0,0,0,0,17,0,0,14,0,0,0,0,17,0,0,40,47,011,010200
"Census Tract 103, Bradley County, Tennessee",2575,1812,29757,29583,45926,40,44,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,011,010300
"Census Tract 112.02, Bradley County, Tennessee",9121,6400,60272,60859,76484,123,112,319,39,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,20,0,0,0,14,0,18,0,47,011,011202
"Census Tract 104, Bradley County, Tennessee",2758,1434,16338,22014,14932,25,42,15,87,22,0,0,40,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,28,24,0,23,47,011,010400
"Census Tract 107, Bradley County, Tennessee",4958,2870,27803,32555,26700,80,0,57,22,0,55,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,14,20,0,0,16,47,011,010700
"Census Tract 113, Bradley County, Tennessee",7990,5751,54386,76548,67772,190,89,168,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,011,011300
"Census Tract 109, Bradley County, Tennessee",2918,2056,41058,44120,45078,20,28,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,011,010900
"Census Tract 110, Bradley County, Tennessee",6344,4400,42742,48568,52708,185,69,86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,011,011000
"Census Tract 111, Bradley County, Tennessee",9842,7172,57229,64943,59097,273,80,188,76,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,46,0,47,011,011100
"Census Tract 106, Bradley County, Tennessee",3052,2171,42161,47404,47917,50,0,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,47,011,010600
"Census Tract 9601, Meigs County, Tennessee",3044,2245,38807,46111,34428,49,65,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,47,121,960100
"Census Tract 9602, Meigs County, Tennessee",4818,3484,40426,55217,55625,89,13,95,44,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,47,121,960200
"Census Tract 9603, Meigs County, Tennessee",3968,2820,39395,34115,50595,77,35,93,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,121,960300
"Census Tract 1005, Hamblen County, Tennessee",2967,2171,48929,54300,59079,29,13,49,22,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,47,063,100500
"Census Tract 1009, Hamblen County, Tennessee",5481,3895,44693,47083,48478,96,31,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,8,0,0,0,22,0,47,063,100900
"Census Tract 1001, Hamblen County, Tennessee",6758,4488,31045,33229,45901,73,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,27,0,47,063,100100
"Census Tract 1002, Hamblen County, Tennessee",4805,3515,35052,35250,44583,78,98,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,29,0,30,0,0,0,47,063,100200
"Census Tract 202.01, Anderson County, Tennessee",3973,2814,82014,79327,108309,87,42,8,45,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,47,001,020201
"Census Tract 9646, Dyer County, Tennessee",2822,1968,38594,43333,42679,31,26,25,17,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,47,045,964600
"Census Tract 9642, Dyer County, Tennessee",5998,4381,44589,47961,62882,37,20,169,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,47,045,964200
"Census Tract 9644, Dyer County, Tennessee",6192,3853,28442,26420,42738,127,53,20,54,73,64,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,33,23,9,9,47,045,964400
"Census Tract 9643, Dyer County, Tennessee",5122,3368,31000,49871,32303,17,37,102,32,0,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,31,36,0,8,11,0,47,045,964300
"Census Tract 9640, Dyer County, Tennessee",6705,4553,55593,64643,68203,142,44,36,36,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,0,0,35,7,0,0,47,045,964000
"Census Tract 9652, Fentress County, Tennessee",5160,3983,33365,35833,41781,121,18,15,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,049,965200
"Census Tract 9651, Fentress County, Tennessee",4718,3034,23167,22917,24036,60,73,176,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,44,0,0,0,47,049,965100
"Census Tract 9650, Fentress County, Tennessee",3227,2379,46667,49361,49911,73,79,142,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,049,965000
"Census Tract 9653, Fentress County, Tennessee",4835,3339,32190,40266,33214,135,32,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,049,965300
"Census Tract 9663, Gibson County, Tennessee",2707,1861,39543,38426,43482,35,21,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,053,966300
"Census Tract 9664, Gibson County, Tennessee",4869,3264,48393,53873,50962,95,19,178,27,42,0,44,24,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,47,053,966400
"Census Tract 9665, Gibson County, Tennessee",5569,3901,36218,34365,52917,14,33,0,23,13,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,29,0,47,053,966500
"Census Tract 9666, Gibson County, Tennessee",1922,1287,42077,46250,55909,27,2,66,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,7,5,0,0,7,47,053,966600
"Census Tract 9671, Gibson County, Tennessee",6322,3722,74653,84552,83306,237,33,147,54,0,11,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,47,053,967100
"Census Tract 9668, Gibson County, Tennessee",1162,869,47188,70000,48958,12,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,053,966800
"Census Tract 9661, Gibson County, Tennessee",2353,1746,38114,39844,40893,46,35,47,5,6,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,053,966100
"Census Tract 9662, Gibson County, Tennessee",3565,2422,32649,36023,42000,62,42,52,91,19,6,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,47,053,966200
"Census Tract 9667, Gibson County, Tennessee",5965,4170,31134,44091,39063,30,30,61,67,97,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,43,13,0,0,47,053,966700
"Census Tract 9669, Gibson County, Tennessee",2790,1780,30625,30625,28125,51,44,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,47,053,966900
"Census Tract 9673, Gibson County, Tennessee",1188,795,52308,44412,66528,43,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,053,967300
"Census Tract 9670, Gibson County, Tennessee",6956,4713,36543,36607,45150,61,0,0,12,16,59,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,47,053,967000
"Census Tract 403, Union County, Tennessee",2653,2062,44483,43578,55060,40,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,173,040300
"Census Tract 402.01, Union County, Tennessee",4178,2666,39083,39900,43281,152,50,142,62,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,47,173,040201
"Census Tract 402.02, Union County, Tennessee",5605,4071,42591,35909,55625,89,45,80,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,173,040202
"Census Tract 401, Union County, Tennessee",6740,4664,34351,38438,41875,104,92,102,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,6,6,0,47,173,040100
"Census Tract 119, Hamilton County, Tennessee",1689,1194,37669,28750,53654,21,6,5,0,16,0,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,47,065,011900
"Census Tract 114.11, Hamilton County, Tennessee",4278,3189,49111,53162,53382,23,0,15,27,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,065,011411
"Census Tract 4, Hamilton County, Tennessee",3682,2363,24594,23693,29815,0,0,0,0,97,0,107,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,47,065,000400
"Census Tract 7, Hamilton County, Tennessee",4242,2939,65795,80676,75694,17,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,36,0,0,0,0,24,0,47,065,000700
"Census Tract 31, Hamilton County, Tennessee",1946,1599,36159,60863,28500,9,15,31,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,065,003100
"Census Tract 32, Hamilton County, Tennessee",3472,2599,33828,43475,40128,0,0,14,0,79,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,47,065,003200
"Census Tract 206.03, Sumner County, Tennessee",3139,2352,63302,79844,60875,34,34,62,28,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,47,165,020603
"Census Tract 209.03, Sumner County, Tennessee",3840,2741,59531,51089,65900,77,32,54,54,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,47,165,020903
"Census Tract 210.04, Sumner County, Tennessee",4162,2860,56541,60625,60577,104,0,43,87,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,47,165,021004
"Census Tract 210.05, Sumner County, Tennessee",6613,4441,76912,84878,95458,110,58,233,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,165,021005
"Census Tract 210.06, Sumner County, Tennessee",3166,2198,91813,90313,122115,81,23,120,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,47,165,021006
"Census Tract 210.07, Sumner County, Tennessee",3011,1818,118321,133750,108125,57,27,106,24,20,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,20,0,16,0,47,165,021007
"Census Tract 210.08, Sumner County, Tennessee",4692,3071,105781,104792,122019,159,56,206,31,34,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,30,18,0,7,0,47,165,021008
"Census Tract 210.09, Sumner County, Tennessee",5734,3917,52476,74864,48036,90,75,65,136,0,23,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,021009
"Census Tract 211.04, Sumner County, Tennessee",2236,1461,56068,57652,65714,27,9,8,16,0,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,8,15,0,0,27,0,0,0,8,15,27,47,165,021104
"Census Tract 211.05, Sumner County, Tennessee",6755,4642,54404,50563,60962,62,62,98,55,0,0,40,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,021105
"Census Tract 211.06, Sumner County, Tennessee",4062,2975,46721,56750,62171,38,65,35,29,29,33,45,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,021106
"Census Tract 211.07, Sumner County, Tennessee",4512,3391,58629,58341,74669,68,19,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,021107
"Census Tract 212.04, Sumner County, Tennessee",7628,5260,65000,71836,88458,218,88,165,43,54,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,47,165,021204
"Census Tract 212.05, Sumner County, Tennessee",2644,2027,78214,104688,98942,57,0,82,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,165,021205
"Census Tract 9251, Monroe County, Tennessee",8391,5660,37813,44327,41550,186,67,80,61,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,47,123,925100
"Census Tract 9252, Monroe County, Tennessee",4558,3339,36250,48872,40313,31,36,94,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,47,123,925200
"Census Tract 9253, Monroe County, Tennessee",7369,4905,34906,50600,33505,114,56,172,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98,0,47,123,925300
"Census Tract 9254, Monroe County, Tennessee",8886,5766,34825,36189,37880,219,108,126,64,0,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,4,47,123,925400
"Census Tract 9255.01, Monroe County, Tennessee",3174,2395,32689,35203,46351,0,0,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,47,123,925501
"Census Tract 9255.02, Monroe County, Tennessee",5443,4166,37316,53975,41875,140,66,47,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,22,0,0,24,4,0,0,74,47,123,925502
"Census Tract 1012.01, Montgomery County, Tennessee",2197,1299,38917,38698,49293,5,6,9,22,0,20,14,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,125,101201
"Census Tract 1012.02, Montgomery County, Tennessee",4034,2694,44434,36583,62535,25,0,62,13,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,47,125,101202
"Census Tract 1013.03, Montgomery County, Tennessee",11220,5883,50074,44663,73017,104,36,68,109,101,30,87,83,0,0,0,0,39,0,0,0,0,0,0,0,0,17,6,0,82,0,0,0,57,0,28,11,47,125,101303
"Census Tract 1013.04, Montgomery County, Tennessee",5346,3251,38255,45325,29271,38,36,9,21,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,12,19,0,28,47,125,101304
"Census Tract 1013.05, Montgomery County, Tennessee",5058,2710,60860,61844,69297,94,16,13,42,112,64,75,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,6,32,48,0,47,125,101305
"Census Tract 1013.06, Montgomery County, Tennessee",5555,2884,51622,46159,69271,0,0,6,15,134,37,19,117,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,6,30,0,15,0,47,125,101306
"Census Tract 1013.07, Montgomery County, Tennessee",2394,1510,38000,41319,39250,39,0,14,14,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,4,0,47,125,101307
"Census Tract 1018.03, Montgomery County, Tennessee",6701,4428,75561,91307,78646,110,39,86,135,0,0,0,28,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,22,47,125,101803
"Census Tract 1018.04, Montgomery County, Tennessee",7023,4559,81815,90114,104135,110,83,139,36,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,47,125,101804
"Census Tract 1019.03, Montgomery County, Tennessee",9413,6129,65734,68559,76250,111,55,320,108,0,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,47,125,101903
"Census Tract 1019.04, Montgomery County, Tennessee",3831,2362,99559,105441,115817,58,10,45,0,0,0,28,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,4,0,47,125,101904
"Census Tract 1020.01, Montgomery County, Tennessee",5623,3095,50168,48750,60703,13,52,46,24,0,0,77,81,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,47,125,102001
"Census Tract 1020.02, Montgomery County, Tennessee",8649,4933,66379,65714,87946,98,92,52,19,24,0,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,16,0,47,125,102002
"Census Tract 1020.03, Montgomery County, Tennessee",6702,3638,53992,55598,83281,54,57,20,57,80,16,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,34,30,34,47,125,102003
"Census Tract 156.23, Davidson County, Tennessee",5870,3732,39545,36551,50472,22,17,33,0,26,40,0,40,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,47,037,015623
"Census Tract 156.24, Davidson County, Tennessee",5190,3545,51468,53461,47397,87,15,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,28,10,47,037,015624
"Census Tract 156.25, Davidson County, Tennessee",5683,4004,61563,62940,62625,39,300,11,32,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,0,10,47,037,015625
"Census Tract 156.26, Davidson County, Tennessee",6559,4254,41414,41782,53150,56,31,99,0,34,27,92,0,0,0,0,0,34,0,0,0,0,0,0,0,23,23,33,0,0,0,0,16,0,23,33,0,47,037,015626
"Census Tract 156.27, Davidson County, Tennessee",3002,1874,54861,45750,67067,15,4,32,0,17,9,27,25,0,0,0,0,0,0,5,0,0,0,0,0,0,9,6,7,7,6,0,0,0,16,11,7,47,037,015627
"Census Tract 156.28, Davidson County, Tennessee",3842,2323,41657,47813,31815,13,0,27,32,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,22,0,0,0,0,0,21,22,40,47,037,015628
"Census Tract 156.29, Davidson County, Tennessee",6479,3957,49180,48310,55259,0,0,73,60,129,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,015629
"Census Tract 156.30, Davidson County, Tennessee",4428,2880,67947,68808,56375,55,0,0,32,8,37,33,18,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,54,0,11,0,47,037,015630
"Census Tract 156.31, Davidson County, Tennessee",10811,6265,69928,68333,68925,130,141,27,95,49,12,35,30,0,0,0,56,27,0,0,0,0,0,0,0,0,0,60,48,0,74,0,0,0,0,60,81,47,037,015631
"Census Tract 158.03, Davidson County, Tennessee",3146,1880,36014,37411,36616,21,16,0,11,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,26,4,0,0,0,0,5,12,38,11,47,037,015803
"Census Tract 158.04, Davidson County, Tennessee",4628,3137,41298,41324,45799,36,5,6,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,1,0,53,47,037,015804
"Census Tract 177.01, Davidson County, Tennessee",2429,1569,132614,168750,157250,36,56,32,13,6,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,47,037,017701
"Census Tract 177.02, Davidson County, Tennessee",4999,2453,95208,104444,115431,31,334,37,395,4,26,0,69,0,0,0,0,0,22,0,20,0,0,0,0,0,0,0,0,0,0,0,12,0,7,33,39,47,037,017702
"Census Tract 183.01, Davidson County, Tennessee",7845,5701,74938,88333,100541,105,37,59,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,47,037,018301
"Census Tract 183.02, Davidson County, Tennessee",2655,1878,90500,102188,100724,21,17,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,018302
"Census Tract 184.09, Davidson County, Tennessee",4622,3685,65542,69091,79344,10,12,67,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,0,47,037,018409
"Census Tract 184.10, Davidson County, Tennessee",3198,2320,53414,56111,59621,60,0,17,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,018410
"Census Tract 188.03, Davidson County, Tennessee",3053,2478,74183,74444,84808,0,4,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,018803
"Census Tract 188.04, Davidson County, Tennessee",5283,4014,104261,111492,104521,21,15,53,40,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,037,018804
"Census Tract 189.04, Davidson County, Tennessee",3857,2569,49397,47105,48869,7,12,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,7,0,47,037,018904
"Census Tract 189.05, Davidson County, Tennessee",3106,2132,48242,64574,44923,11,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,0,0,47,037,018905
"Census Tract 190.05, Davidson County, Tennessee",3302,1975,29836,21852,36154,29,0,0,0,20,13,19,11,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,47,037,019005
"Census Tract 190.06, Davidson County, Tennessee",5704,3557,47404,50321,48828,28,5,21,0,66,37,19,58,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,0,0,0,0,45,0,9,0,47,037,019006
"Census Tract 191.15, Davidson County, Tennessee",4180,3071,105197,119722,116685,12,0,18,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,47,037,019115
"Census Tract 24, Shelby County, Tennessee",2474,1429,21633,25160,21985,0,0,0,0,34,17,36,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,7,47,157,002400
"Census Tract 25, Shelby County, Tennessee",2916,2017,35144,36518,33750,12,26,0,0,63,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,9,0,47,157,002500
"Census Tract 30, Shelby County, Tennessee",3315,2516,24990,25982,24327,4,0,5,19,49,9,114,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,157,003000
